"location","seagrassnet_sitecode","transect","quadrat","species","date_sampling","month","day","year","time","percent_cover","prior_yr_mean_daily_mean_temp","prior_yr_min_daily_mean_temp","prior_yr_max_daily_mean_temp","prior_yr_q1_daily_mean_temp","prior_yr_q3_daily_mean_temp","period_avg_mean_daily_mean_temp"
"Pleasant Bay","MA20.2","A",9,"ZM",2008-08-01,8,1,2008,"08:27:00",5,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2008-08-01,8,1,2008,"08:27:00",5,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2008-08-01,8,1,2008,"08:27:00",1,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2008-08-01,8,1,2008,"08:27:00",25,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2009-07-22,7,22,2009,"08:00:00",50,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2009-07-22,7,22,2009,"08:00:00",100,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2009-07-22,7,22,2009,"08:00:00",60,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2009-07-22,7,22,2009,"08:00:00",25,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2009-07-22,7,22,2009,"08:00:00",100,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2009-07-22,7,22,2009,"08:00:00",50,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2009-07-22,7,22,2009,"08:00:00",20,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2009-07-22,7,22,2009,"08:00:00",25,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2009-07-22,7,22,2009,"08:00:00",20,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2009-07-22,7,22,2009,"08:00:00",1,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2009-07-22,7,22,2009,"08:00:00",25,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2009-07-22,7,22,2009,"08:00:00",65,21.3904347826087,13.84,24.84,20.93,22.475,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2010-07-12,7,12,2010,"09:30:00",2,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2010-07-12,7,12,2010,"09:30:00",0,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2010-07-12,7,12,2010,"09:30:00",25,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2010-07-12,7,12,2010,"09:30:00",5,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2010-07-12,7,12,2010,"09:30:00",0,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2010-07-12,7,12,2010,"09:30:00",20,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2010-07-12,7,12,2010,"09:30:00",50,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2010-07-12,7,12,2010,"09:30:00",5,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2010-07-12,7,12,2010,"09:30:00",2,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2010-07-12,7,12,2010,"09:30:00",1,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2010-07-12,7,12,2010,"09:30:00",25,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2010-07-12,7,12,2010,"09:30:00",2,20.1417391304348,14.63,23.98,18.3625,22.5425,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2011-08-01,8,1,2011,"08:30:00",15,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2011-08-01,8,1,2011,"08:30:00",1,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2011-08-01,8,1,2011,"08:30:00",65,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2011-08-01,8,1,2011,"08:30:00",1,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2011-08-01,8,1,2011,"08:30:00",0,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2011-08-01,8,1,2011,"08:30:00",60,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2011-08-01,8,1,2011,"08:30:00",80,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2011-08-01,8,1,2011,"08:30:00",10,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2011-08-01,8,1,2011,"08:30:00",60,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2011-08-01,8,1,2011,"08:30:00",0,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2011-08-01,8,1,2011,"08:30:00",20,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2011-08-01,8,1,2011,"08:30:00",15,21.74,16.52,26.27,20.3325,23.4025,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2012-07-02,7,2,2012,"05:30:00",50,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2012-07-02,7,2,2012,"05:30:00",0,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2012-07-02,7,2,2012,"05:30:00",90,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2012-07-02,7,2,2012,"05:30:00",20,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2012-07-02,7,2,2012,"05:30:00",5,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2012-07-02,7,2,2012,"05:30:00",100,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2012-07-02,7,2,2012,"05:30:00",85,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2012-07-02,7,2,2012,"05:30:00",25,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2012-07-02,7,2,2012,"05:30:00",0,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2012-07-02,7,2,2012,"05:30:00",40,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2012-07-02,7,2,2012,"05:30:00",90,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2012-07-02,7,2,2012,"05:30:00",40,21.8453260869565,15.36,26.2,20.43,23.29,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2013-07-22,7,22,2013,"07:25:00",0,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2013-07-22,7,22,2013,"07:25:00",0,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2013-07-22,7,22,2013,"07:25:00",1,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2013-07-22,7,22,2013,"07:25:00",70,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2013-07-22,7,22,2013,"07:25:00",35,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2013-07-22,7,22,2013,"07:25:00",5,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2013-07-22,7,22,2013,"07:25:00",0,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2013-07-22,7,22,2013,"07:25:00",25,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2013-07-22,7,22,2013,"07:25:00",15,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2013-07-22,7,22,2013,"07:25:00",20,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2013-07-22,7,22,2013,"07:25:00",10,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2013-07-22,7,22,2013,"07:25:00",75,22.9075,13.58,27.12,21.965,24.7425,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2014-07-13,7,13,2014,"07:30:00",5,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2014-07-13,7,13,2014,"07:30:00",5,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2014-07-13,7,13,2014,"07:30:00",5,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2014-07-13,7,13,2014,"07:30:00",70,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2014-07-13,7,13,2014,"07:30:00",75,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2014-07-13,7,13,2014,"07:30:00",20,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2014-07-13,7,13,2014,"07:30:00",0,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2014-07-13,7,13,2014,"07:30:00",80,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2014-07-13,7,13,2014,"07:30:00",40,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2014-07-13,7,13,2014,"07:30:00",40,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2014-07-13,7,13,2014,"07:30:00",30,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2014-07-13,7,13,2014,"07:30:00",95,22.6625,16.31,27.79,20.9775,24.11,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2015-08-01,8,1,2015,"08:00:00",2,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2015-08-01,8,1,2015,"08:00:00",25,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2015-08-01,8,1,2015,"08:00:00",15,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2015-08-01,8,1,2015,"08:00:00",30,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2015-08-01,8,1,2015,"08:00:00",100,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2015-08-01,8,1,2015,"08:00:00",50,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2015-08-01,8,1,2015,"08:00:00",15,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2015-08-01,8,1,2015,"08:00:00",80,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2015-08-01,8,1,2015,"08:00:00",50,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2015-08-01,8,1,2015,"08:00:00",35,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2015-08-01,8,1,2015,"08:00:00",85,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2015-08-01,8,1,2015,"08:00:00",30,21.7941304347826,17.4,24.76,21.1675,22.795,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2016-07-03,7,3,2016,"06:15:00",50,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2016-07-03,7,3,2016,"06:15:00",50,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2016-07-03,7,3,2016,"06:15:00",40,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2016-07-03,7,3,2016,"06:15:00",70,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2016-07-03,7,3,2016,"06:15:00",40,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2016-07-03,7,3,2016,"06:15:00",30,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2016-07-03,7,3,2016,"06:15:00",65,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2016-07-03,7,3,2016,"06:15:00",15,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2016-07-03,7,3,2016,"06:15:00",100,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2016-07-03,7,3,2016,"06:15:00",100,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2016-07-03,7,3,2016,"06:15:00",100,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2016-07-03,7,3,2016,"06:15:00",50,22.5029347826087,14.84,26.7,20.925,24.43,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2017-06-25,6,25,2017,NA,65,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2017-06-25,6,25,2017,NA,85,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2017-06-25,6,25,2017,NA,80,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2017-06-25,6,25,2017,NA,90,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2017-06-25,6,25,2017,NA,60,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2017-06-25,6,25,2017,NA,70,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2017-06-25,6,25,2017,NA,90,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2017-06-25,6,25,2017,NA,45,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2017-06-25,6,25,2017,NA,50,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2017-06-25,6,25,2017,NA,30,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2017-06-25,6,25,2017,NA,40,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2017-06-25,6,25,2017,NA,80,23.2621739130435,17.42,27.26,21.7025,25.22,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2018-07-13,7,13,2018,NA,40,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2018-07-13,7,13,2018,NA,5,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2018-07-13,7,13,2018,NA,35,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2018-07-13,7,13,2018,NA,10,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2018-07-13,7,13,2018,NA,100,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2018-07-13,7,13,2018,NA,70,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2018-07-13,7,13,2018,NA,20,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2018-07-13,7,13,2018,NA,100,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2018-07-13,7,13,2018,NA,70,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2018-07-13,7,13,2018,NA,15,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2018-07-13,7,13,2018,NA,60,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2018-07-13,7,13,2018,NA,25,21.9919565217391,14.34,25.86,20.9525,23.695,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2019-08-01,8,1,2019,NA,50,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2019-08-01,8,1,2019,NA,45,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2019-08-01,8,1,2019,NA,40,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2019-08-01,8,1,2019,NA,35,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2019-08-01,8,1,2019,NA,25,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2019-08-01,8,1,2019,NA,4,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2019-08-01,8,1,2019,NA,50,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2019-08-01,8,1,2019,NA,15,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2019-08-01,8,1,2019,NA,55,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2019-08-01,8,1,2019,NA,10,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2019-08-01,8,1,2019,NA,20,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2019-08-01,8,1,2019,NA,25,22.9103260869565,15.57,27.79,21.1775,24.9225,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2021-06-24,6,24,2021,NA,50,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2021-06-24,6,24,2021,NA,25,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2021-06-24,6,24,2021,NA,100,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2021-06-24,6,24,2021,NA,80,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2021-06-24,6,24,2021,NA,80,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2021-06-24,6,24,2021,NA,75,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2021-06-24,6,24,2021,NA,100,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2021-06-24,6,24,2021,NA,80,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2021-06-24,6,24,2021,NA,90,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2021-06-24,6,24,2021,NA,60,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2021-06-24,6,24,2021,NA,65,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2021-06-24,6,24,2021,NA,55,23.2871739130435,17.03,27.37,21.6175,25.3175,22.4028112531969
"Salem Sound","MS45.1","A",1,"ZM",2008-07-29,7,29,2008,"09:20:00",80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2008-07-29,7,29,2008,"09:20:00",90,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2008-07-29,7,29,2008,"09:20:00",80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2008-07-29,7,29,2008,"09:20:00",80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2008-07-29,7,29,2008,"09:20:00",75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2008-07-29,7,29,2008,"09:20:00",65,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2008-07-29,7,29,2008,"09:20:00",40,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2008-07-29,7,29,2008,"09:20:00",55,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2008-07-29,7,29,2008,"09:20:00",50,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2008-07-29,7,29,2008,"09:20:00",50,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2008-07-29,7,29,2008,"09:20:00",60,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2008-07-29,7,29,2008,"09:20:00",65,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2009-07-27,7,27,2009,"09:00:00",60,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2009-07-27,7,27,2009,"09:00:00",80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2009-07-27,7,27,2009,"09:00:00",65,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2009-07-27,7,27,2009,"09:00:00",65,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2009-07-27,7,27,2009,"09:00:00",70,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2009-07-27,7,27,2009,"09:00:00",45,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2009-07-27,7,27,2009,"09:00:00",30,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",8,"ZM",2009-07-27,7,27,2009,"09:00:00",80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",9,"ZM",2009-07-27,7,27,2009,"09:00:00",70,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",10,"ZM",2009-07-27,7,27,2009,"09:00:00",50,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",11,"ZM",2009-07-27,7,27,2009,"09:00:00",65,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",12,"ZM",2009-07-27,7,27,2009,"09:00:00",75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",1,"ZM",2010-07-13,7,13,2010,NA,80,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",2,"ZM",2010-07-13,7,13,2010,NA,50,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",3,"ZM",2010-07-13,7,13,2010,NA,75,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",4,"ZM",2010-07-13,7,13,2010,NA,25,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",5,"ZM",2010-07-13,7,13,2010,NA,60,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",6,"ZM",2010-07-13,7,13,2010,NA,5,NA,NA,NA,NA,NA,15.6856425619818
"Salem Sound","MS45.1","A",7,"ZM",2010-07-13,7,13,2010,NA,0,NA,NA,NA,NA,NA,15.6856425619818
